class_map,class_code,class_name,patch_id,pixel_count,area_km2,centroid_x,centroid_y,min_x,max_x,min_y,max_y
all_available_timebin,6,efficient_activation_support,241,89,0.4361,593049.7191011236,5167373.651685393,592205.0,593815.0,5166945.0,5167855.0
all_available_timebin,6,efficient_activation_support,138,85,0.4165,590664.1764705882,5169662.647058823,590245.0,591155.0,5169185.0,5170025.0
all_available_timebin,6,efficient_activation_support,3,84,0.41159999999999997,598378.3333333334,5178870.0,597945.0,598785.0,5178145.0,5179475.0
all_available_timebin,6,efficient_activation_support,404,56,0.2744,588985.0,5163700.0,588705.0,589265.0,5163235.0,5164215.0
all_available_timebin,6,efficient_activation_support,129,53,0.2597,585971.037735849,5169999.905660378,585415.0,586675.0,5169815.0,5170305.0
all_available_timebin,6,efficient_activation_support,346,45,0.2205,583535.8888888889,5165524.777777778,583245.0,583875.0,5165195.0,5165825.0
all_available_timebin,6,efficient_activation_support,110,43,0.2107,598715.0,5171175.930232558,598505.0,598925.0,5170865.0,5171425.0
all_available_timebin,6,efficient_activation_support,255,32,0.1568,583245.0,5167428.4375,582895.0,583665.0,5167225.0,5167575.0
all_available_timebin,6,efficient_activation_support,272,31,0.1519,583412.0967741936,5166875.0,583035.0,583665.0,5166595.0,5167225.0
all_available_timebin,7,product_disagreement_zone,4,1138,5.5762,598210.8523725835,5175874.920913884,596475.0,600045.0,5173525.0,5180105.0
all_available_timebin,7,product_disagreement_zone,167,628,3.0772,597737.4522292993,5168391.703821656,596195.0,599415.0,5166665.0,5170165.0
all_available_timebin,7,product_disagreement_zone,321,531,2.6019,588088.9736346516,5165190.913370999,586675.0,589055.0,5163655.0,5166735.0
all_available_timebin,7,product_disagreement_zone,315,513,2.5137,582049.8148148148,5164796.5594541915,581355.0,583385.0,5163655.0,5166875.0
all_available_timebin,7,product_disagreement_zone,214,466,2.2834,585936.2446351931,5167319.635193133,585205.0,586815.0,5165545.0,5168905.0
all_available_timebin,7,product_disagreement_zone,112,378,1.8521999999999998,593487.9629629629,5171128.333333333,592205.0,594585.0,5169815.0,5172125.0
all_available_timebin,7,product_disagreement_zone,203,328,1.6072,588652.2865853659,5168029.146341464,588075.0,589265.0,5166735.0,5169255.0
all_available_timebin,7,product_disagreement_zone,133,323,1.5827,585248.7770897833,5170491.160990712,584295.0,586185.0,5169395.0,5171425.0
all_available_timebin,7,product_disagreement_zone,171,245,1.2005,587346.4285714285,5169395.857142857,586255.0,588075.0,5168625.0,5170025.0
all_available_timebin,7,product_disagreement_zone,303,243,1.1906999999999999,589899.6090534979,5166478.04526749,588775.0,590735.0,5165755.0,5167155.0
all_available_timebin,8,high_variability_zone,79,37,0.1813,583789.8648648649,5162423.378378378,583385.0,584015.0,5162115.0,5162675.0
all_available_timebin,8,high_variability_zone,35,31,0.1519,595508.5483870967,5169869.193548387,595145.0,595845.0,5169675.0,5170025.0
all_available_timebin,8,high_variability_zone,74,25,0.1225,587470.2,5163039.0,587235.0,587655.0,5162815.0,5163305.0
all_available_timebin,8,high_variability_zone,3,24,0.1176,597819.5833333334,5177570.416666667,597665.0,598015.0,5177445.0,5177725.0
all_available_timebin,8,high_variability_zone,21,22,0.10779999999999999,592523.1818181818,5171784.545454546,592345.0,592625.0,5171635.0,5171985.0
all_available_timebin,8,high_variability_zone,54,21,0.10289999999999999,582778.3333333334,5166291.666666667,582475.0,583175.0,5166175.0,5166385.0
all_available_timebin,8,high_variability_zone,26,16,0.0784,593333.75,5170904.375,593185.0,593535.0,5170725.0,5171075.0
all_available_timebin,8,high_variability_zone,67,13,0.06369999999999999,589469.6153846154,5163961.923076923,589405.0,589615.0,5163725.0,5164145.0
all_available_timebin,8,high_variability_zone,68,12,0.0588,595728.3333333334,5164005.0,595635.0,595845.0,5163865.0,5164145.0
all_available_timebin,8,high_variability_zone,22,10,0.049,591799.0,5171348.0,591715.0,591925.0,5171215.0,5171495.0
phase1_all_scene,1,stable_core,69,33,0.16169999999999998,588123.7878787878,5169201.96969697,587865.0,588495.0,5168835.0,5169535.0
phase1_all_scene,1,stable_core,160,12,0.0588,586190.8333333334,5165212.5,586045.0,586255.0,5165055.0,5165335.0
phase1_all_scene,1,stable_core,157,10,0.049,585779.0,5165342.0,585625.0,585905.0,5165195.0,5165475.0
phase1_all_scene,2,coherent_june_activation,7,20,0.098,586346.0,5170844.0,586185.0,586535.0,5170585.0,5171145.0
phase1_all_scene,2,coherent_june_activation,16,15,0.0735,589101.6666666666,5169521.0,588985.0,589265.0,5169395.0,5169675.0
phase1_all_scene,2,coherent_june_activation,13,10,0.049,586871.0,5170746.0,586745.0,586955.0,5170585.0,5170865.0
phase1_all_scene,4,esi_watch_zone_exploratory,80,4470,21.903,584836.004474273,5163560.053691275,580305.0,589265.0,5158615.0,5169955.0
phase1_all_scene,4,esi_watch_zone_exploratory,5,3093,15.1557,597827.6996443582,5172342.423213708,595495.0,600255.0,5167645.0,5179335.0
phase1_all_scene,4,esi_watch_zone_exploratory,162,1181,5.7869,581398.3869602032,5164465.779000847,579815.0,583175.0,5162325.0,5167505.0
phase1_all_scene,4,esi_watch_zone_exploratory,60,605,2.9644999999999997,594378.7024793389,5170396.752066116,592345.0,596125.0,5169395.0,5171495.0
phase1_all_scene,4,esi_watch_zone_exploratory,16,572,2.8028,586422.7797202797,5175208.793706294,585135.0,587655.0,5174155.0,5176395.0
phase1_all_scene,4,esi_watch_zone_exploratory,175,504,2.4696,593371.5277777778,5166294.722222222,591925.0,595005.0,5165265.0,5167225.0
phase1_all_scene,4,esi_watch_zone_exploratory,78,424,2.0776,583864.4339622641,5168329.976415094,582825.0,584785.0,5167155.0,5170095.0
phase1_all_scene,4,esi_watch_zone_exploratory,51,368,1.8032,591910.5434782609,5170703.125,590735.0,593255.0,5169465.0,5171985.0
phase1_all_scene,4,esi_watch_zone_exploratory,46,298,1.4602,590462.2818791947,5172081.073825504,588915.0,591645.0,5171215.0,5172615.0
phase1_all_scene,4,esi_watch_zone_exploratory,251,124,0.6076,595350.4838709678,5164565.0,595005.0,595705.0,5163725.0,5165405.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,90,4352,21.3248,592309.0188419118,5167782.12086397,588145.0,596825.0,5164215.0,5171845.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,114,1076,5.2724,584041.0223048327,5168340.576208179,582055.0,586255.0,5166245.0,5170795.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,314,319,1.5631,586265.0940438871,5164910.172413793,585065.0,587165.0,5163585.0,5165825.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,230,276,1.3524,581209.4202898551,5166351.521739131,580305.0,582335.0,5165055.0,5167715.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,368,252,1.2348,582279.4444444445,5162916.111111111,581215.0,583105.0,5161975.0,5164145.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,306,249,1.2201,583161.7871485944,5165178.413654619,582475.0,583805.0,5163935.0,5166105.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,54,224,1.0976,597071.875,5173556.25,596195.0,598085.0,5172965.0,5174015.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,51,174,0.8526,599464.4827586206,5173506.8965517245,598575.0,600115.0,5172475.0,5174435.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,198,150,0.735,586532.2,5167732.733333333,585835.0,586955.0,5166665.0,5168695.0
phase1_all_scene,5,demand_efficiency_watch_exploratory,33,147,0.7202999999999999,598590.2380952381,5175062.619047619,598085.0,599205.0,5174575.0,5175765.0
phase1_all_scene,6,efficient_activation_support,28,232,1.1368,599140.4310344828,5176150.6034482755,598435.0,599695.0,5175485.0,5176955.0
phase1_all_scene,6,efficient_activation_support,131,219,1.0731,590765.6849315069,5169089.109589041,590245.0,591435.0,5167785.0,5170165.0
phase1_all_scene,6,efficient_activation_support,459,158,0.7742,581218.1012658228,5160983.481012658,580305.0,582055.0,5160365.0,5161485.0
phase1_all_scene,6,efficient_activation_support,176,109,0.5341,584706.0091743119,5168631.422018348,584225.0,585135.0,5168065.0,5169115.0
phase1_all_scene,6,efficient_activation_support,345,98,0.48019999999999996,589218.5714285715,5165783.571428572,588425.0,590105.0,5165405.0,5166105.0
phase1_all_scene,6,efficient_activation_support,367,94,0.4606,590283.7234042553,5164820.425531914,589965.0,590665.0,5164215.0,5165615.0
phase1_all_scene,6,efficient_activation_support,430,88,0.43119999999999997,580606.4772727273,5162402.159090909,579885.0,581425.0,5161835.0,5163095.0
phase1_all_scene,6,efficient_activation_support,371,64,0.3136,589191.71875,5165128.28125,588845.0,589545.0,5164565.0,5165545.0
phase1_all_scene,6,efficient_activation_support,118,62,0.3038,586488.7096774194,5170010.322580645,585835.0,587165.0,5169605.0,5170515.0
phase1_all_scene,6,efficient_activation_support,246,58,0.2842,593300.8620689656,5167352.931034483,592765.0,593815.0,5167155.0,5167715.0
phase1_all_scene,7,product_disagreement_zone,56,190,0.9309999999999999,585312.2105263158,5170639.157894737,584575.0,586255.0,5169955.0,5171215.0
phase1_all_scene,7,product_disagreement_zone,152,165,0.8085,590114.3333333334,5166621.7272727275,589265.0,590735.0,5166035.0,5167155.0
phase1_all_scene,7,product_disagreement_zone,47,154,0.7545999999999999,593493.1818181818,5171432.7272727275,592695.0,594235.0,5170865.0,5172125.0
phase1_all_scene,7,product_disagreement_zone,107,101,0.4949,588616.9801980198,5168196.683168317,588075.0,589055.0,5167505.0,5168905.0
phase1_all_scene,7,product_disagreement_zone,58,79,0.3871,597213.9873417722,5170709.936708861,596825.0,597595.0,5170305.0,5171075.0
phase1_all_scene,7,product_disagreement_zone,38,66,0.32339999999999997,597694.696969697,5173990.606060606,597035.0,598225.0,5173735.0,5174225.0
phase1_all_scene,7,product_disagreement_zone,13,64,0.3136,599234.53125,5178026.875,598995.0,599415.0,5177445.0,5178705.0
phase1_all_scene,7,product_disagreement_zone,30,64,0.3136,599478.4375,5174719.375,599065.0,599975.0,5174225.0,5175415.0
phase1_all_scene,7,product_disagreement_zone,114,58,0.2842,590137.5862068966,5168320.862068965,589755.0,590525.0,5168135.0,5168555.0
phase1_all_scene,7,product_disagreement_zone,77,46,0.2254,589447.6086956522,5169941.304347826,589055.0,589755.0,5169605.0,5170235.0
phase1_all_scene,8,high_variability_zone,3,22,0.10779999999999999,592523.1818181818,5171784.545454546,592345.0,592625.0,5171635.0,5171985.0
phase1_all_scene,8,high_variability_zone,6,11,0.053899999999999997,583919.5454545454,5162515.909090909,583805.0,584015.0,5162395.0,5162675.0
phase1_all_scene,9,seasonal_activation_zone,361,452,2.2148,588173.0309734513,5164529.53539823,587025.0,589055.0,5162675.0,5166665.0
phase1_all_scene,9,seasonal_activation_zone,231,426,2.0874,585983.3802816902,5167297.79342723,585205.0,587025.0,5165615.0,5168905.0
phase1_all_scene,9,seasonal_activation_zone,206,406,1.9893999999999998,597689.4827586206,5168294.482758621,596265.0,598855.0,5166805.0,5169535.0
phase1_all_scene,9,seasonal_activation_zone,181,202,0.9898,587350.396039604,5169220.346534654,586255.0,588075.0,5168625.0,5169885.0
phase1_all_scene,9,seasonal_activation_zone,49,201,0.9849,597953.3582089553,5174577.089552239,597175.0,598645.0,5173805.0,5175485.0
phase1_all_scene,9,seasonal_activation_zone,456,191,0.9359,581897.0418848167,5164357.565445026,581425.0,582965.0,5163725.0,5165125.0
phase1_all_scene,9,seasonal_activation_zone,121,152,0.7448,593546.5131578947,5170747.565789473,592695.0,594725.0,5170235.0,5171145.0
phase1_all_scene,9,seasonal_activation_zone,113,141,0.6909,591352.0921985816,5171256.70212766,590455.0,592135.0,5170585.0,5171705.0
phase1_all_scene,9,seasonal_activation_zone,146,141,0.6909,595644.4326241135,5170039.397163121,594935.0,596335.0,5169535.0,5170725.0
phase1_all_scene,9,seasonal_activation_zone,581,139,0.6810999999999999,580268.7410071943,5161550.971223022,579465.0,580935.0,5161275.0,5162045.0
