variable,year,season,season_label,metric,raster_path,observation_count,confidence_level,mean_valid_observations_per_aoi_pixel,mean_pixel_observation_coverage_percent,mean,median,min,max,std,p05,p25,p75,p95,valid_pixel_count,valid_aoi_pixel_count,total_aoi_pixel_count,total_pixel_count,coverage_inside_aoi_percent,coverage_percent
ndvi,2022,june,Early Growing Season,observation_coverage,data/processed/composites/ndvi_2022_june_observation_coverage.tif,54,higher,43.99064636230469,81.46416473388672,81.46416473388672,81.48148345947266,70.37036895751953,100.0,1.0738776922225952,81.48148345947266,81.48148345947266,81.48148345947266,81.48148345947266,34751,34751,34751,94839,100.0,100.0
ndvi,2023,june,Early Growing Season,mean,data/processed/composites/ndvi_2023_june_mean.tif,60,higher,47.97298049926758,79.95496368408203,0.2022908627986908,0.1754797101020813,-0.05317306146025658,0.45090219378471375,0.08268618583679199,0.09296071529388428,0.14423038065433502,0.2669162452220917,0.3547290563583374,34751,34751,34751,94839,100.0,100.0
ndvi,2023,june,Early Growing Season,median,data/processed/composites/ndvi_2023_june_median.tif,60,higher,47.97298049926758,79.95496368408203,0.1319575309753418,0.13187381625175476,0.015763139352202415,0.6359628438949585,0.0815669521689415,0.029826130717992783,0.06821766495704651,0.16500000655651093,0.2923160791397095,34751,34751,34751,94839,100.0,100.0
ndvi,2023,june,Early Growing Season,min,data/processed/composites/ndvi_2023_june_min.tif,60,higher,47.97298049926758,79.95496368408203,-0.005959758069366217,0.0009773073252290487,-0.9869446754455566,0.029913075268268585,0.04205312952399254,-0.07795555889606476,0.0008452202309854329,0.006317438557744026,0.010049529373645782,34751,34751,34751,94839,100.0,100.0
ndvi,2023,june,Early Growing Season,max,data/processed/composites/ndvi_2023_june_max.tif,60,higher,47.97298049926758,79.95496368408203,0.5187782645225525,0.4704240560531616,0.08380315452814102,0.9999586939811707,0.21466068923473358,0.30000001192092896,0.30000001192092896,0.7181414365768433,0.8835523724555969,34751,34751,34751,94839,100.0,100.0
ndvi,2023,june,Early Growing Season,std,data/processed/composites/ndvi_2023_june_std.tif,60,higher,47.97298049926758,79.95496368408203,0.1980685144662857,0.1634460985660553,0.040244210511446,0.43201157450675964,0.07973543554544449,0.11685962229967117,0.13078376650810242,0.2669451832771301,0.34472787380218506,34751,34751,34751,94839,100.0,100.0
ndvi,2023,june,Early Growing Season,valid_count,data/processed/composites/ndvi_2023_june_valid_count.tif,60,higher,47.97298049926758,79.95496368408203,47.97298049926758,48.0,43.0,60.0,0.734065055847168,48.0,48.0,48.0,48.0,34751,34751,34751,94839,100.0,100.0
ndvi,2023,june,Early Growing Season,observation_coverage,data/processed/composites/ndvi_2023_june_observation_coverage.tif,60,higher,47.97298049926758,79.95496368408203,79.95496368408203,80.0,71.66666412353516,100.0,1.2234416007995605,80.0,80.0,80.0,80.0,34751,34751,34751,94839,100.0,100.0
ndvi,2024,june,Early Growing Season,mean,data/processed/composites/ndvi_2024_june_mean.tif,24,higher,18.013063430786133,75.05442810058594,0.166966050863266,0.14437754452228546,-0.026039546355605125,0.40450307726860046,0.08829900622367859,0.056907400488853455,0.08794167637825012,0.24742335081100464,0.31884169578552246,34751,34751,34751,94839,100.0,100.0
ndvi,2024,june,Early Growing Season,median,data/processed/composites/ndvi_2024_june_median.tif,24,higher,18.013063430786133,75.05442810058594,0.08687133342027664,0.042003266513347626,-0.001671520760282874,0.37748292088508606,0.06601307541131973,0.028238194063305855,0.029999999329447746,0.16732771694660187,0.17618632316589355,34751,34751,34751,94839,100.0,100.0
