variable,year,season,season_label,metric,label,raster_path,mean,median,min,max,std,p05,p25,p75,p95,valid_pixel_count,valid_aoi_pixel_count,total_aoi_pixel_count,total_pixel_count,coverage_inside_aoi_percent,coverage_percent
wue,2021,june,Early Growing Season,raw_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2021_june_raw_anomaly.tif,-0.45053327083587646,-0.40477585792541504,-2.970799446105957,2.851646900177002,0.5436654686927795,-1.398158311843872,-0.7673219442367554,-0.12587162852287292,0.35575780272483826,34065,34065,34751,94839,98.02595608759461,98.02595608759461
wue,2021,june,Early Growing Season,standardized_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2021_june_standardized_anomaly.tif,-0.5630786418914795,-0.6473479270935059,-2.3456318378448486,2.2369847297668457,0.6291787028312683,-1.463807225227356,-0.9476292133331299,-0.2737427055835724,0.6429265141487122,34065,34065,34751,94839,98.02595608759461,98.02595608759461
wue,2022,june,Early Growing Season,raw_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2022_june_raw_anomaly.tif,0.4668065905570984,0.4088301658630371,-2.6965725421905518,3.1283583641052246,0.5911509394645691,-0.40795236825942993,0.10890758037567139,0.7732921838760376,1.5657367706298828,34751,34751,34751,94839,100.0,100.0
wue,2022,june,Early Growing Season,standardized_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2022_june_standardized_anomaly.tif,0.7958569526672363,0.7418401837348938,-2.260650873184204,2.4494900703430176,0.8179787397384644,-0.4403594732284546,0.1481282263994217,1.4944777488708496,2.0922060012817383,34751,34751,34751,94839,100.0,100.0
wue,2023,june,Early Growing Season,raw_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2023_june_raw_anomaly.tif,-0.12478302419185638,-0.13967514038085938,-2.6663172245025635,3.410299777984619,0.5805895924568176,-1.027939796447754,-0.4632105529308319,0.1826041340827942,0.842718243598938,34751,34751,34751,94839,100.0,100.0
wue,2023,june,Early Growing Season,standardized_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2023_june_standardized_anomaly.tif,-0.1645509898662567,-0.29194411635398865,-2.2745041847229004,2.3677008152008057,0.7236778140068054,-1.1472573280334473,-0.6852239966392517,0.2799363136291504,1.2211332321166992,34751,34751,34751,94839,100.0,100.0
wue,2024,june,Early Growing Season,raw_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2024_june_raw_anomaly.tif,0.08565595746040344,0.05499684810638428,-3.497755289077759,6.425414085388184,1.089595913887024,-1.6048078536987305,-0.6661980152130127,0.7823224067687988,1.9560911655426025,18037,18037,34751,94839,51.903542344105205,51.903542344105205
wue,2024,june,Early Growing Season,standardized_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2024_june_standardized_anomaly.tif,0.019657881930470467,0.07411044090986252,-2.3825950622558594,2.4291932582855225,1.1447709798812866,-1.7041261196136475,-1.016884684562683,0.9836075305938721,1.7949897050857544,18037,18037,34751,94839,51.903542344105205,51.903542344105205
wue,2025,june,Early Growing Season,raw_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2025_june_raw_anomaly.tif,0.10876799374818802,-0.005145713686943054,-3.1267130374908447,8.203221321105957,0.815868079662323,-0.9774600267410278,-0.3830995559692383,0.4039592146873474,1.8184731006622314,34542,34542,34751,94839,99.39857845817387,99.39857845817387
wue,2025,june,Early Growing Season,standardized_anomaly,short-window anomaly baseline,data/processed/anomalies/wue_2025_june_standardized_anomaly.tif,0.1484283059835434,-0.01060939859598875,-2.175021171569824,2.429365873336792,0.8684486746788025,-1.0573595762252808,-0.5264118909835815,0.7866839170455933,1.7372956275939941,34542,34542,34751,94839,99.39857845817387,99.39857845817387
